id	qihao	riqi	shunxu1	shunxu2	shunxu3	shunxu4	shunxu5	shunxu6	lan	hsorts	hmd5	amd5
1115	2010136	2010-11-21	26	10	24	4	33	23	10	4,10,23,24,26,33	4d03802f3ca56d50268e50dcdbeb781f	ef8e5aae15585d58a6ac3c29a9efb22e
1116	2010137	2010-11-23	33	13	9	19	10	7	6	7,9,10,13,19,33	49471fcdc66567cc0179390ed3310d87	91efd694a71ebe67866d988550d2a8ee
1117	2010138	2010-11-25	1	26	24	23	30	21	5	1,21,23,24,26,30	89989b73ca90d70e551185605cb1055d	b7302a99a1be8dcee0de31ba2e914641
1118	2010139	2010-11-28	26	18	11	31	20	13	9	11,13,18,20,26,31	b76132eedb3eb4571b03c8bec5078a23	ac0a43e4db1ed57a28453931c889ced7
1119	2010140	2010-11-30	29	18	1	12	26	13	15	1,12,13,18,26,29	c07fc6589c94e9793020978c6d74cfaf	fa8654c9d6a20da4e1f8a2f9c5d7d01f
1120	2010141	2010-12-02	23	3	7	2	27	18	6	2,3,7,18,23,27	00bb0058d0a98bee8e129bc96dc14a73	630a9aa54e504d65bce888c4b5131716
1121	2010142	2010-12-05	2	16	26	27	23	18	10	2,16,18,23,26,27	610ea812123b073e38739e77a04be9ec	e5c9bb98678428f087bb388546689937
1122	2010143	2010-12-07	16	30	9	18	26	31	14	9,16,18,26,30,31	fab0a2987ce5e7aa4440f6aa0f1aaa11	930110cb8f21b9b3af54ac14ac6e1023
1123	2010144	2010-12-09	21	15	19	2	3	8	11	2,3,8,15,19,21	2f871621c29eb3d6a8d6a304298364d3	6512a1799a7f22781226b10a8579782b
1124	2010145	2010-12-12	27	3	31	24	21	28	8	3,21,24,27,28,31	8b8afc33713d6ab7580d6813645674d2	eeb7b6374bd7390a0a7455ebad190900
1125	2010146	2010-12-14	22	25	18	32	17	1	1	1,17,18,22,25,32	ac64c1fd67a5f9b37a5f0df6b0ea46d9	020b05a2b49e9d91d282cc54a7afb1a5
1126	2010147	2010-12-16	8	30	18	24	2	15	3	2,8,15,18,24,30	9b71dd7ab0cdf0889df580ae2553b263	d25d1cb1e0f9ab212764e22d77e85ae9
1127	2010148	2010-12-19	18	23	7	3	27	1	12	1,3,7,18,23,27	3ebb4797d0367813c87ebdfa2f545614	8eac0d74bd34ed24aeb64c6f4e9c90f9
1128	2010149	2010-12-21	7	25	16	2	8	30	9	2,7,8,16,25,30	5e3d6c6a46faf853d3c4f89c0953d850	d912ba06e6920693222650465965e31e
1129	2010150	2010-12-23	18	30	17	23	2	29	6	2,17,18,23,29,30	6144e042d57a505f5dbb3e2982b3400d	f09acb5e3e91663dfe028e00a9b93c9d
1130	2010151	2010-12-26	2	13	14	17	19	26	14	2,13,14,17,19,26	9175774577478fac9f9f6b0b95bbe448	645d9d6a93b9538869dea53527e5ae8b
1131	2010152	2010-12-28	21	4	9	17	25	31	1	4,9,17,21,25,31	6929852e3df695038692e62d8f7e6c68	5cfce9c424d3dc4aaa8da78227e614bd
1132	2010153	2010-12-30	6	30	19	3	12	31	13	3,6,12,19,30,31	e37d5fbf94856b8754c212a056aab17e	28973bd4be264f0ec8f63140749e98bb
1133	2011001	2011-01-02	26	3	32	9	24	20	10	3,9,20,24,26,32	01a2861b9d5e376841476a0892cdf83a	97ff2f6243f2521f090eb5206e584261
1134	2011002	2011-01-04	28	6	17	12	8	33	5	6,8,12,17,28,33	0ca262c7f10cf0dd6810b4191b22e91f	9d1f75bcf37ea8c855cd2bbb997c3b95
1135	2011003	2011-01-06	27	13	21	14	22	23	4	13,14,21,22,23,27	84764f60fcfdedd20916e070c43de974	efc0ce270f4ad8af235f181d6988a501
1136	2011004	2011-01-09	13	6	26	10	8	4	5	4,6,8,10,13,26	3bfb2173bf26a9b53e484b3fe09760ad	2c512d9bdeeb974cd0eb8575c025d34e
1137	2011005	2011-01-11	9	12	14	20	22	6	13	6,9,12,14,20,22	9e9814a6d8a1005daa27b10dda7fdc5b	cb0732edab4b2016117b734e7aae8538
1138	2011006	2011-01-13	1	13	18	3	5	16	5	1,3,5,13,16,18	0039687b3469170517df21c1e56342b0	50e4579e66854e90a52a9d0a23ca512b
1139	2011007	2011-01-16	9	17	1	24	31	26	5	1,9,17,24,26,31	d495326fbd37e29ef52e231bf391193e	d148b3c6d101686b3b4e5a7922d467c8
1140	2011008	2011-01-18	31	24	10	12	13	17	15	10,12,13,17,24,31	1d69c3fffc09257b606880fa30204de8	31b92e03b0bc2c81961a86aa2fc9c644
1141	2011009	2011-01-20	17	18	26	23	25	24	4	17,18,23,24,25,26	f40600948893bc798ffe6b3a35105c9f	cfd8ee32313d4050b9dfca649d7bcb7c
1142	2011010	2011-01-23	15	9	1	19	4	5	13	1,4,5,9,15,19	98b29f65972ec7f22e1d7e7285c8e071	adc7fe8b5bf75149aec63d30bba0eaed
1143	2011011	2011-01-25	18	19	24	12	1	21	10	1,12,18,19,21,24	b7184723c9b98ebb62346ecf0ddf0200	283c55ffe6c07c7601b5ee5ef07d9301
1144	2011012	2011-01-27	11	26	7	13	8	15	13	7,8,11,13,15,26	16f1ae4496a44f71946b9ecd68931498	81e5076fca5326a3730afab6bd716822
1145	2011013	2011-01-30	3	22	1	13	16	21	8	1,3,13,16,21,22	237e7ea0bd2cc377a3ce8901cc070d9a	50469410969c97353c27d18b1faab69f
1146	2011014	2011-02-01	26	7	23	5	11	10	16	5,7,10,11,23,26	6b76e6f0916cb381ec333b2541cece0c	17b610d49a3d492b212b268afa21772c
1147	2011015	2011-02-10	26	29	3	13	6	27	7	3,6,13,26,27,29	d5bb9dc84b5192b97c4374e56e3066f5	2dc1ae9c9f421065c998e4c3c27b4407
1148	2011016	2011-02-13	17	16	22	3	4	29	13	3,4,16,17,22,29	74cffd9a9f11dc9fb60992f6d26de5a7	166f1850e392cdbe59602812deafb12c
1149	2011017	2011-02-15	23	6	26	33	15	2	8	2,6,15,23,26,33	17684e8e549c4a880133cbd2f31ce723	79cdfb175f0fa1295c0168f6c665857f
1150	2011018	2011-02-17	15	28	30	13	33	18	1	13,15,18,28,30,33	8024796022295b4ba6800fa12cab1752	9fa3a0f58e75ba6d93f1cf70b2c9a69b
1151	2011019	2011-02-20	12	19	32	2	4	33	16	2,4,12,19,32,33	43a8cf2320d3043b709459d65e8f624f	c26f69615a59ff93e14cca202893017c
1152	2011020	2011-02-22	19	16	24	17	30	12	5	12,16,17,19,24,30	3a11604e65005b008132abe29a470218	cd0bb5df997248dc527842b4967da532
1153	2011021	2011-02-24	31	18	2	25	14	1	8	1,2,14,18,25,31	c1388f07f138c4899144140f1260f673	b6afabb312ca687c95a038afa3c16e79
1154	2011022	2011-02-27	16	21	2	17	7	14	5	2,7,14,16,17,21	b4558411af09e4065332961c8250bc61	64d13949ce58b6595b6fdd243b6ce708
1155	2011023	2011-03-01	3	6	2	21	22	25	5	2,3,6,21,22,25	9e9cd68483262a37ac1482e8bd6892f5	549c904beeab5f3b44653a3c8c2b3bd8
1156	2011024	2011-03-03	31	10	19	26	5	7	14	5,7,10,19,26,31	fddeebd8ba72b20faed1a6f17d6a0947	1d3360f65fae38f2d611c5289a59ae33
1157	2011025	2011-03-06	25	31	26	32	8	33	9	8,25,26,31,32,33	2e25a48809976fdf095fdbf3f62481ad	2e5b0a6ac7fb8d993f14f6ee197a663e
1158	2011026	2011-03-08	19	17	8	26	7	21	12	7,8,17,19,21,26	c27043cba29165d1ad9fb8d2548192f8	bd2f3c2426c146d972060c953ad6b975
1159	2011027	2011-03-10	26	21	13	25	18	22	1	13,18,21,22,25,26	03088defcdd0febfea23c65be70ee0d4	86603e447332842811d3ef4b06d4ec52
1160	2011028	2011-03-13	16	5	17	14	4	1	1	1,4,5,14,16,17	a360d90fceb6a2238ebf511d023780c0	b777c00c0043bff1b1ffd1dd3c01d0b0
1161	2011029	2011-03-15	10	1	31	4	20	9	7	1,4,9,10,20,31	f6134470ca0ee86b74ca434a7446de11	cca15270336730ef89e3fb47c13f17da
1162	2011030	2011-03-17	9	33	25	24	19	2	10	2,9,19,24,25,33	9656fbfa8742650a8ee930fd10907c05	68c1cf0698335fff0a33e556f9daf330
1163	2011031	2011-03-20	29	28	24	32	17	16	12	16,17,24,28,29,32	44b2e32e51fafd1b78aff5257efc247a	dd7eaf8be35baaeeec0e6c79c3c2461b
1164	2011032	2011-03-22	5	15	14	7	13	3	15	3,5,7,13,14,15	02cbe1641d1429b8464b94ec3d41c4e2	d4d8f1b192b321c49f73f6a60a87171d
1165	2011033	2011-03-24	8	13	29	12	19	2	4	2,8,12,13,19,29	3e2fce6b6ca8d269ddf484a515821705	7d60b3b862c48f9406d4b2c67986d910
1166	2011034	2011-03-27	13	19	31	24	17	14	8	13,14,17,19,24,31	1e24fc63847e967e808397fd21a12e23	d8f81199ec10e357deb1963b4064745a
1167	2011035	2011-03-29	18	13	27	31	20	14	2	13,14,18,20,27,31	5dfd1f38e3aaf47d3bdc23af31c74d9d	dca223be060814db9257095bcea1c809
1168	2011036	2011-03-31	24	2	22	20	11	31	5	2,11,20,22,24,31	beb7b82325c02093548bd5d73f7b9306	862027c434fb895ec254fcd5d12938dd
1169	2011037	2011-04-03	6	25	4	3	17	1	11	1,3,4,6,17,25	b3bb55354110cbebd8910c59f92481dd	71adffedecce9420e4ea2b7ac89b1154
1170	2011038	2011-04-05	2	23	24	19	15	14	12	2,14,15,19,23,24	28caa121a6e81c859c7d50c294d085b5	0af8c082b27cc5d625ecceb2d372d2a1
1171	2011039	2011-04-07	3	10	24	16	7	29	13	3,7,10,16,24,29	5ff76e345d08f4d3c440d7a25d247e2e	f776b8b52a4e794311a80b6f8ca8852f
1172	2011040	2011-04-10	11	5	28	14	24	26	13	5,11,14,24,26,28	e39ebd829e23586b5256de9d5a57e04c	7be77ad22ea5ac34e3537a37e32ad36e
1173	2011041	2011-04-12	13	12	10	4	32	30	13	4,10,12,13,30,32	4bfec4f534990bb7df9d0ed89a4a8919	d287683432d22eab291bb98b1d495214
1174	2011042	2011-04-14	13	19	5	17	15	21	15	5,13,15,17,19,21	406c65d3b166d191a794c21b0ec8950e	32dcac4b2c320b92280289517c0090cf
1175	2011043	2011-04-17	25	14	31	4	13	17	4	4,13,14,17,25,31	096b6c70e31062174664cf8dbe44d34b	5f024e9086104194e4248392ec299cf4
1176	2011044	2011-04-19	16	27	26	31	14	3	9	3,14,16,26,27,31	3ab89b381f2e055be9a1a89e495dc398	2d66d2b001351164bc832bfd07af3bf2
1177	2011045	2011-04-21	17	32	26	16	20	2	8	2,16,17,20,26,32	aa1ffe7180810019432d54b4809ed5de	e927869d7df7e59255a54125b56b48af
1178	2011046	2011-04-24	30	29	17	18	9	26	8	9,17,18,26,29,30	ad803dfb0789fd232a2092e07f72a1b0	4ebdc216f9e34f7e364463086470f807
1179	2011047	2011-04-26	13	25	23	4	33	27	14	4,13,23,25,27,33	d2192cbdb70eb88510608c0d7b9580cb	e34dc18ba2770975d81339dfbcc4ff30
1180	2011048	2011-04-28	18	10	25	14	26	27	15	10,14,18,25,26,27	db55d8773818f18ee65a29913fb572d7	294c033cbaf6ea96520bdd736dd8b139
1181	2011049	2011-05-01	31	11	1	27	17	18	14	1,11,17,18,27,31	2cbcc34cf999e033796c6bddde51194d	79d36150f9ceb167ab83c342ecd12471
1182	2011050	2011-05-03	19	28	5	22	4	29	15	4,5,19,22,28,29	159162e88f0f8bfdaf48afffb2ab3fb0	a62195670d0a62c7d6fdab1d60dea9b8
1183	2011051	2011-05-05	11	1	16	7	14	15	14	1,7,11,14,15,16	4d2ea065ec521e998f24a6e99ec5c2ac	850c17e339433ad12bfe22f83b211a6c
1184	2011052	2011-05-08	5	19	28	4	8	27	8	4,5,8,19,27,28	e6e1d8274da8437928198eb24f866e64	1eee8598dafe2f7792761b991b7cfaa6
1185	2011053	2011-05-10	22	3	30	12	6	10	15	3,6,10,12,22,30	aaedd0e957887fce98ef9f2f2e984aed	b268ac4d227109582bba31421bb42e55
1186	2011054	2011-05-12	22	33	8	17	16	11	8	8,11,16,17,22,33	f98614eb829f866136989820ef55ce8d	b04967f5fe4b08bb65fa9f6a9d0fe2bf
1187	2011055	2011-05-15	29	13	17	16	8	32	16	8,13,16,17,29,32	a5999eda6a8161bde715b307b81e84e2	ab1dc8950dc0185b82c1ac6f07c08547
1188	2011056	2011-05-17	16	25	20	23	19	13	10	13,16,19,20,23,25	505f4b67ec9a0fdf72d3a07d4ebcc2c9	c0478a6aeec9e6c12df5bacaea7f072d
1189	2011057	2011-05-19	33	21	6	4	26	20	2	4,6,20,21,26,33	473c39bd4f661f2bdb8cf9d6d0ee681a	ea6be78e85a1ab9f039b0c760b549432
1190	2011058	2011-05-22	32	18	7	30	22	33	6	7,18,22,30,32,33	8af9e417e1a853ae04280dc2a89f3563	b33d3053b5da3ca29b94ba1d11c06752
1191	2011059	2011-05-24	29	27	33	31	24	26	16	24,26,27,29,31,33	ac3e2650261292db43b32f388c44cd1a	d9a60e4397c052ab69e1521c594ca8c0
1192	2011060	2011-05-26	27	10	21	11	31	13	1	10,11,13,21,27,31	aad68bbdf276d5eb138100d318e12cc7	98599e1485680d7aaeb693e3bccdeae9
1193	2011061	2011-05-29	19	3	8	21	2	13	3	2,3,8,13,19,21	f90ff1d8e70b431e25fdbc938108fa8c	162d761cfe2549d730a35eec2c7859b9
1194	2011062	2011-05-31	4	29	10	8	9	30	3	4,8,9,10,29,30	4ac417d5aa90c80858773112dfeeec4e	8f2424d4bc4a0b7bdb19791fa13babc9
1195	2011063	2011-06-02	19	15	18	13	4	6	5	4,6,13,15,18,19	57887bc74ce2d2fb7af08388db5dd73e	37b0c8ed5eee02dbf5a9b7b6a024ec40
1196	2011064	2011-06-05	6	29	30	7	3	33	2	3,6,7,29,30,33	282ec73530aa325fad46df557f963d36	5ff14615b7ac84d22ca000b1c8cafbda
1197	2011065	2011-06-07	16	29	25	4	27	23	3	4,16,23,25,27,29	a574da1cbcee241d0042b05833cf7d59	25a3c5f8e0846823ca2c38ce9bc0b06d
1198	2011066	2011-06-09	30	14	32	4	17	6	12	4,6,14,17,30,32	85d551ede2d0bbc107195af3b7b1c862	0a10f7c13a2ae422ae30223e01d63e6d
1199	2011067	2011-06-12	24	19	27	17	20	25	12	17,19,20,24,25,27	69d4717ec5baaef1f379a05bd2c2b530	073eb4932e9513fed652174fc7176c5d
1200	2011068	2011-06-14	15	10	19	24	3	7	10	3,7,10,15,19,24	fba217b0ed3a371a0b4d92e8f0ffe1c9	6ceb1f2b79fc9be9c19fb79df6e8a994
1201	2011069	2011-06-16	30	24	2	18	13	16	12	2,13,16,18,24,30	0632643ba1f8c179315d7191c9365925	3f12fae307de937a53ff7e97c84105b9
1202	2011070	2011-06-19	21	12	3	1	5	28	12	1,3,5,12,21,28	b67f575ee115c3dc6f4a01825458058f	d107aff04dc90e55d8342836ab04bdd7
1203	2011071	2011-06-21	28	15	30	2	1	22	2	1,2,15,22,28,30	ac273058d1d9d80cd56ee90116358e1c	ade4c5e41e117a5fbc0a3fe1d681ee45
1204	2011072	2011-06-23	18	10	6	1	27	11	12	1,6,10,11,18,27	a18e80882ca94641891e6c47d2c1b996	51e4338631052151825414ab0364423b
1205	2011073	2011-06-26	21	5	4	12	3	17	14	3,4,5,12,17,21	3cb961defae97c0a8de2100a95c17be2	29c3d5b370f9f31dfa7be33e62e9969d
1206	2011074	2011-06-28	26	32	21	28	29	2	1	2,21,26,28,29,32	b86aef51c6b34871edc126a5d39e8269	6718a3e2c0365abb759e7b58c4b75ce2
1207	2011075	2011-06-30	9	32	12	31	7	10	13	7,9,10,12,31,32	2a84feff886a459b5b047ebd543ebe9f	482b2b774d5dd7b687d44892ba53b4bf
1208	2011076	2011-07-03	33	26	32	19	6	21	13	6,19,21,26,32,33	50a58608edc36dbd223d28d5f168c912	5acd753c3c93d54a211d3349d9cdc88f
1209	2011077	2011-07-05	7	26	15	29	1	8	10	1,7,8,15,26,29	d15c620d3d225b21271c03baacd3eb3c	68a5454cef30d5eddbd80323a7ad4d7c
1210	2011078	2011-07-07	5	13	20	22	29	3	9	3,5,13,20,22,29	a109a203c99b76750fd08f76d11e0fa9	516035f10e2a59fe972bf60bc7db969f
1211	2011079	2011-07-10	15	29	16	3	24	14	5	3,14,15,16,24,29	0080e8db4d762e248a2b6b75078a365b	e050c03d47fe894ed027325055acb46b
1212	2011080	2011-07-12	7	32	31	2	9	25	9	2,7,9,25,31,32	0d49a946d56f033bfeba076c8f58f9ae	a7f140db42aeb5cb98facddea3b33f19
1213	2011081	2011-07-14	23	25	32	14	19	6	12	6,14,19,23,25,32	e7b1a3466bab931e3ad05b2ad8f48c16	f65c71de0e3d8c1b36cd3e29996c54ab
1214	2011082	2011-07-17	26	25	20	16	7	17	4	7,16,17,20,25,26	25f0e7d2586dffd6012f11beedd6fac4	fed927e061fec29f8ff1b52a6f2e3600
1215	2011083	2011-07-19	7	28	29	16	18	24	6	7,16,18,24,28,29	c6b8db051a5a7cd5789cbbe5e5000fdc	49cd63cdd68803f16f8c39a051496432
1216	2011084	2011-07-21	32	12	16	18	10	9	15	9,10,12,16,18,32	1088ff3b2eba1dc2969774cc8676b842	10c7c3d5b438b099307cdf32ac1fc0b2
1217	2011085	2011-07-24	3	24	11	6	31	21	10	3,6,11,21,24,31	6ae525fac0056b69df2762c5c7ce52a9	a40a0840cd5f86b7cdbdb410ac6a2d10
1218	2011086	2011-07-26	12	24	6	17	9	7	9	6,7,9,12,17,24	091728b590781a6bffd7f05b5afd1cab	a60036311fa4878120817715b3c5cf0c
1219	2011087	2011-07-28	5	18	4	3	2	28	1	2,3,4,5,18,28	3f26a2c0ed89e2d5323c0eb57fc1761d	6a373b74fada0398f626ba1d706782c7
1220	2011088	2011-07-31	20	17	9	3	29	21	4	3,9,17,20,21,29	e3637b68737192ebf12bf1f3f5c3f458	6d75f35dd8baed20423288d4ddd2e55e
1221	2011089	2011-08-02	24	11	29	30	2	1	12	1,2,11,24,29,30	502513fab7dd3fbb447f23391a90dace	ebf6ec2a49e20189010fe04948a35859
1222	2011090	2011-08-04	25	18	5	2	21	14	16	2,5,14,18,21,25	ef579177846a205e3b4b74841faeacdc	788f1f4b035e71680cb0fc443ce9674f
1223	2011091	2011-08-07	28	21	9	30	23	15	3	9,15,21,23,28,30	14557a53856c88807483d9150adcf2d8	e28a6a75a71846d14ea03bb08226c091
1224	2011092	2011-08-09	17	32	31	5	10	26	4	5,10,17,26,31,32	64ed898b66e5ef868af5c21386ce82b4	2dbe4db5d2ce6a8f23070797ade550bf
1225	2011093	2011-08-11	23	13	11	4	30	7	9	4,7,11,13,23,30	c5e1559db61f8cc81e3da65f05dbd5be	46f29e43b33055f87c175849451c8d4d
1226	2011094	2011-08-14	11	9	12	19	18	17	5	9,11,12,17,18,19	751615e5896eb5034a46e1b56ca02a36	3d28c2de4e0a2b5cc5f7012878592743
1227	2011095	2011-08-16	7	3	10	24	8	23	5	3,7,8,10,23,24	cbabba28949192920d5de52289aaeba6	2cd4267449a70e765748719d1007771d
1228	2011096	2011-08-18	14	13	4	19	1	7	15	1,4,7,13,14,19	18c8d3413ed333bf0a4d2b11c377f644	8ab3e7640d492b2974b67044a9bf3f66
1229	2011097	2011-08-21	26	20	9	17	21	19	16	9,17,19,20,21,26	9d5fb5fdd885d4007db8b0fc3ae62e44	9be81d9109f48936956ddec005c61253
1230	2011098	2011-08-23	21	3	7	22	32	20	5	3,7,20,21,22,32	adffd177b44c76dd72ef59f778390a4c	7cf9722e607ad1a2af68018d62df0d83
1231	2011099	2011-08-25	26	21	27	12	10	13	14	10,12,13,21,26,27	344b4db45e181adddfe10886cef2c717	4aa5fafe9269feacfe8e76d1d0e69567
1232	2011100	2011-08-28	23	21	7	31	11	32	5	7,11,21,23,31,32	06eb4e9ec62dee068c13aee7217c80ef	e404154bd808bcfb753deb01a16476f8
1233	2011101	2011-08-30	10	23	29	6	31	19	6	6,10,19,23,29,31	7da66df142126dd5dfc62194a8511708	12da3f0c2e4a67a773c70557c41a84d5
1234	2011102	2011-09-01	21	5	31	13	1	27	11	1,5,13,21,27,31	f4ba54d64eb119137e0336415be323d1	b42283269352a902b1d31c1f6684ffd4
1235	2011103	2011-09-04	5	15	10	16	4	13	12	4,5,10,13,15,16	8b416e16624f0959acb698ac07eb9b9e	0146e95e39101747dda9947c4135c403
1236	2011104	2011-09-06	9	10	29	20	16	25	9	9,10,16,20,25,29	bdc722fde2d3db831ca5a0590dcc62f7	2644d7ad6e3e926b480fd5f5d9871af2
1237	2011105	2011-09-08	4	6	23	28	27	25	1	4,6,23,25,27,28	9762fb7ba7bb9d4e5cd439846a958e56	e6b265b22a8188cbd30ddf2afde77ed9
1238	2011106	2011-09-11	2	11	12	14	24	32	14	2,11,12,14,24,32	d431a2a16711d5b6042d48298e532ebf	6efc1464a8df8e2f2c53abc5aa8f9197
1239	2011107	2011-09-13	4	22	16	17	9	29	15	4,9,16,17,22,29	c1548f8fdd3f97eaf4f635e601b14385	b093daafdf5070445fb7d14608b89ddc
1240	2011108	2011-09-15	2	22	26	17	29	33	10	2,17,22,26,29,33	13b5610e1e78a7609485966d1e4aefe8	5ad404511bbca183fc17e7b83eee4ace
1241	2011109	2011-09-18	16	33	1	3	15	9	15	1,3,9,15,16,33	07d7c65a4bee6807b5671f31155da27f	227a027ea7f7e062b632764008c96917
1242	2011110	2011-09-20	33	26	21	28	12	14	12	12,14,21,26,28,33	73c60a3bc77af0c1ae2d79dec2de7470	9c8759c494f08fa8d2a4e0a7f918cd50
1243	2011111	2011-09-22	1	5	3	20	25	27	4	1,3,5,20,25,27	d6abff76a423d0340cf8952cb9e9e7d8	49f039758f8e1933612a9305a34f1aa6
1244	2011112	2011-09-25	3	5	16	18	23	24	15	3,5,16,18,23,24	a3529586c3ff071d3af54397a6e4b738	b2d67f03ec51cb89a37ff8e9dbf52ae7
1245	2011113	2011-09-27	33	25	6	11	32	10	5	6,10,11,25,32,33	3ffab757bce64ab4059d068870ee78d5	f4d6a6a43c61091ea224ece1a76f8ef4
1246	2011114	2011-09-29	14	16	15	30	32	1	9	1,14,15,16,30,32	941b3bb44cf62a55011229c7226087d9	5edfded0950f1c8419d174499aa49576
1247	2011115	2011-10-02	17	33	9	7	12	8	16	7,8,9,12,17,33	0e61e95f0a589c1d1281fb2b8af6aabc	ec41dbd3fc9cdd633c3d920099a29e4e
1248	2011116	2011-10-04	27	12	1	7	17	11	5	1,7,11,12,17,27	a4212e2c72f446151b32abd9ca9ab623	bc8bbb2cfc4aeb8f1310aa3dc5319d31
1249	2011117	2011-10-06	8	19	26	10	30	28	4	8,10,19,26,28,30	36c5fb0f967a46bbf3d1875eb25672be	569f7431216a263c6c4a264c96426e33
1250	2011118	2011-10-09	6	14	11	21	5	20	10	5,6,11,14,20,21	3d4494b50bc11d27d13d887533fa6c19	f370d029f7f343c33c33e5af9f91e134
1251	2011119	2011-10-11	12	9	32	14	19	28	1	9,12,14,19,28,32	219ed77668d6720e6bd6fb09f9ed239c	593421ee3d6336d1f5cdcbecce18bf48
1252	2011120	2011-10-13	30	28	17	14	33	4	7	4,14,17,28,30,33	041a363a77ef7233e3d64d6ce54da17c	16236b3308f4dd7a529cafcb45dfbf2d
1253	2011121	2011-10-16	14	4	22	33	32	25	2	4,14,22,25,32,33	b54fcc7a120ee7a15f7752b602c14448	e8d4af1e0ff18554cf14058eb236050e
1254	2011122	2011-10-18	27	31	12	18	26	10	3	10,12,18,26,27,31	cf08b809776a8828c0c840d223ed4476	73519cd827a905c451857bc4ee889c21
1255	2011123	2011-10-20	19	14	4	28	5	1	16	1,4,5,14,19,28	4a7201fd53b559cf78faa541afad426f	5a40b8d14ad68f2bc543f770bbfcbaf9
1256	2011124	2011-10-23	19	9	31	26	18	32	16	9,18,19,26,31,32	61fc79f3bf98a65fdc98590aee05f1ae	d423aa0deb5c0b367a89cd368c654ac2
1257	2011125	2011-10-25	15	32	24	27	3	10	8	3,10,15,24,27,32	eb3806953d2c97b873e234c740f26bc5	8ce3e5db66d23537e5706159f59e154d
1258	2011126	2011-10-27	26	13	18	7	3	23	16	3,7,13,18,23,26	c975de55e6a1719e8afaeb6a8e8802fb	8e812266052b53ffea2016eed36ed72b
1259	2011127	2011-10-30	23	22	16	19	29	27	11	16,19,22,23,27,29	854abde934e67d0c9abb26a65dcb4c9a	39145546c7a7b80b0cff94c2dc01dec4
1260	2011128	2011-11-01	19	23	14	9	11	17	12	9,11,14,17,19,23	6fc8af503209c5220675da7d7be53e8f	c2c98f327ff2c097c7df9c1bcd1d1ab2
1261	2011129	2011-11-03	23	26	10	21	11	7	6	7,10,11,21,23,26	82c216800e184352ea9db3e4af43ab65	16e7634d5fb389f3d1de26347dff3e0d
1262	2011130	2011-11-06	32	18	23	14	25	7	15	7,14,18,23,25,32	39d666b5f40dfc7753d76e5208394ea5	f40869ac7251921f89c2290d40d8e8b0
1263	2011131	2011-11-08	17	21	2	7	9	25	1	2,7,9,17,21,25	d290908d76d87c3f9c827a69b73bc238	6de79085cceae6bf151852de296dfcad
1264	2011132	2011-11-10	25	5	12	13	2	33	7	2,5,12,13,25,33	4e9668177644b25070a1e61858e08dcb	ad09ee80197ca1b5e5a9bdafb7742a7e
1265	2011133	2011-11-13	14	21	20	25	31	12	16	12,14,20,21,25,31	f67781988a0e16ef47068a161e18e086	3d096a1c6c9c001ef9fb52aff77e3047
1266	2011134	2011-11-15	7	6	30	31	2	1	10	1,2,6,7,30,31	b4a04d421811e9a7306f5afbc1c4c9e7	5aec2fa9b8320020c98de3cea2d483e2
1267	2011135	2011-11-17	17	20	25	12	26	13	12	12,13,17,20,25,26	78e14906f6e651e2f5b31904862446e0	4ebd9e070ccbabb6fddcc89c6af985d7
1268	2011136	2011-11-20	6	2	31	22	20	4	7	2,4,6,20,22,31	79b6ed98c3d2dbbc7b737bd5a4162a0c	4662b7eae6e5a7f74341fe2316354bab
1269	2011137	2011-11-22	30	11	18	2	33	23	13	2,11,18,23,30,33	1e5e8d7acd9365ea5ffbb2d0a7ca39e5	09cd92d0dbbde821789f32526080063e
1270	2011138	2011-11-24	28	15	32	1	5	24	7	1,5,15,24,28,32	80e016b3cff5250dd2dcfc0b82228293	814905bdb3ccf04ca4cbe04b97055304
1271	2011139	2011-11-27	27	8	30	24	20	31	3	8,20,24,27,30,31	dc04c92f0bf694301bbe1bdf9d5d9f6e	65c13ced28a05c2938b03a9636099907
1272	2011140	2011-11-29	4	18	27	29	20	22	6	4,18,20,22,27,29	c948ade1de810614e327e30c811d7e1f	8ebb6ba164e26a92dfdb834525b9fd2a
1273	2011141	2011-12-01	2	29	19	6	4	24	11	2,4,6,19,24,29	4c8b6d3c53f127b9305bd370013e3dd6	ec460d6bd53b5f55ace94c6e25e6eb4a
1274	2011142	2011-12-04	31	16	29	15	12	26	2	12,15,16,26,29,31	f6af2bdf060d935320df5a97806ad31d	e3a1783379bdc69052ad117278eb9a70
1275	2011143	2011-12-06	8	7	14	12	15	30	16	7,8,12,14,15,30	40bd611e3e81cc46de8f18bf4e163a3f	8fdb2fa44055ea720bd80943fdde1163
1276	2011144	2011-12-08	1	2	16	10	9	24	3	1,2,9,10,16,24	cdc458caca507f7baaa0c92c8d1057d1	1f87c3f204ced7391e0b781c857d0759
1277	2011145	2011-12-11	4	2	14	15	30	26	4	2,4,14,15,26,30	a69910f6eb928fd871cc22078b1bd605	6ae16a26af6b54742795c7ddc485f3d9
1278	2011146	2011-12-13	23	33	26	11	28	32	10	11,23,26,28,32,33	5eaa478496d6c9cf2e9765cb8222e0bd	750d0256881ec9f1a0d6d0b9c3ae6391
1279	2011147	2011-12-15	8	18	30	4	12	17	10	4,8,12,17,18,30	6313ada5a3c9fb04df89b8a1c8830dcf	63624c99166a63d0c7b4a86809472d1f
