id	qihao	riqi	shunxu1	shunxu2	shunxu3	shunxu4	shunxu5	shunxu6	lan	hsorts	hmd5	amd5
1997	2016098	2016-08-23	2	32	8	29	25	31	6	2,8,25,29,31,32	4295a4267337a73c62280eb2e06fe8b0	52df740140f46de787707647c26f1909
1998	2016099	2016-08-25	1	11	33	21	27	23	6	1,11,21,23,27,33	4e41227c3accb75901565d0685b662db	5d17cd83e3e686296a4a7366195ca0b0
1999	2016100	2016-08-28	23	3	10	22	29	27	4	3,10,22,23,27,29	3d42ca7498b103a528fc2f6bc19d44b2	8f193b7d32065b07e0f280d735d120b8
2000	2016101	2016-08-30	33	24	19	3	32	1	1	1,3,19,24,32,33	f267f7c1954016b75d609f3e9a0d13f6	cc528dd0df61d8729535e50d5088bf17
2001	2016102	2016-09-01	10	30	5	14	8	17	13	5,8,10,14,17,30	1af863a9c5488b51f2923d68c489a646	a9690d8be83f5532d0205245fd7c197a
2002	2016103	2016-09-04	27	13	24	19	1	5	11	1,5,13,19,24,27	154e2f10e29f9c33ca4ac2247f8f7337	c8b72a3e042af9644b23f21f69ed6465
2003	2016104	2016-09-06	9	18	30	11	31	5	4	5,9,11,18,30,31	daac206cae8a04970ee5bcaba43ce77f	70c475a710973574d64149162bd7ed21
2004	2016105	2016-09-08	8	27	28	31	19	10	16	8,10,19,27,28,31	c90fa58a58a6bd9a09e799bc9aab43e6	9e414cdab623fb8f77deb06bdb43009b
2005	2016106	2016-09-11	13	4	30	22	5	25	4	4,5,13,22,25,30	27743b1cad8c337a4855fdaa1c2abc74	54ad7b05a86f6905eee4c18385d0c19a
2006	2016107	2016-09-13	11	26	32	18	27	6	1	6,11,18,26,27,32	765c6cefdea9619819be1d11568050e5	cca9dd11f552a9760ac75305ce5ae330
2007	2016108	2016-09-15	3	7	26	19	2	8	16	2,3,7,8,19,26	667126800507208c2d73669a50575137	ec70ec944b1c41e36a0f5d6f3f306892
2008	2016109	2016-09-18	11	16	15	33	9	27	5	9,11,15,16,27,33	e4dc7aee4ba7f752d932ed62b9bf4fea	d9fc505ec57e69e43078e09da8060056
2009	2016110	2016-09-20	32	28	5	31	7	33	8	5,7,28,31,32,33	d8fb4704bf6e2b9303671aa56b72a498	0e55ae1936a8272db0a10dc647025f1a
2010	2016111	2016-09-22	15	14	4	32	7	2	4	2,4,7,14,15,32	8e7a2a1b13def8d0b53dcece08a172c1	4653adee15a6c44a4f4861028f0537db
2011	2016112	2016-09-25	15	12	25	6	18	14	12	6,12,14,15,18,25	7b9b8ee17aaa31659ed2635c91004806	9241fbc41ce80b85b5b738827397ed56
2012	2016113	2016-09-27	11	26	1	16	17	20	14	1,11,16,17,20,26	f128346b483b1e4ccf2262c0e09bbc42	0f84cb9314eb1cfc56749a899ff1aaf3
2013	2016114	2016-09-29	16	22	29	5	20	27	9	5,16,20,22,27,29	00c54e848751675e1005f49334211674	15c6be6b23380addcd8d8a62e092913a
2014	2016115	2016-10-02	22	27	20	26	8	6	9	6,8,20,22,26,27	5bb7f8c58f8b27c2ad99746bd6acb37f	0cfc585159a6d45b3e5a9f0022d8b41f
2015	2016116	2016-10-04	20	7	27	23	18	31	13	7,18,20,23,27,31	1887b96d3f44756cbab4aadacc346be5	f44de7133911efbf9972f93d59b2ac60
2016	2016117	2016-10-06	17	14	10	28	33	3	2	3,10,14,17,28,33	e5eb711a85aa075da84defe723fd6df0	032d7070c5a980f00e1d7b193be3a896
2017	2016118	2016-10-09	14	33	31	23	9	22	14	9,14,22,23,31,33	71f55f5b7b3dd9da20b5b701197eb94e	a44c46c1f4325b52d645746d692aaa95
2018	2016119	2016-10-11	9	32	30	21	19	31	4	9,19,21,30,31,32	956c3690b22f2f9cff4de144229b8eab	7fa971aa69b36920b178f8ab891537af
2019	2016120	2016-10-13	6	21	28	25	2	5	9	2,5,6,21,25,28	db85bd2ba2e17a69a623e12ff7270933	95062f9eca8bd2b97b75a34b95a650b1
2020	2016121	2016-10-16	28	23	2	10	25	3	9	2,3,10,23,25,28	69893cfb178b08209d678e6dbfa97931	72911e481e6f398d6b573688532b023a
2021	2016122	2016-10-18	15	28	23	29	22	24	8	15,22,23,24,28,29	1d78885bc7f3856775ce66365f1df689	f883b1c23f88f41e6f53f44dfd0ad7be
2022	2016123	2016-10-20	9	20	12	27	14	7	16	7,9,12,14,20,27	f281fadf4b9da15a6a71d97596a296f1	2a9cb98c4a3ba9960b558fc3eb7578fe
2023	2016124	2016-10-23	32	21	9	15	27	24	10	9,15,21,24,27,32	c800a9aa8a56f7a792ee88141b1b0291	5c185317756fb0bf0e5ab3c324b1a256
2024	2016125	2016-10-25	1	8	6	30	20	27	3	1,6,8,20,27,30	d0fc1885c8bb8085b43bdf641972512a	36ced5c56eb53888ccfa79c05c03c8eb
2025	2016126	2016-10-27	12	18	6	2	19	17	10	2,6,12,17,18,19	38b47f463a342fdcc50b757420e428c4	e292249e17f67643c49eba70501ff443
2026	2016127	2016-10-30	17	12	7	29	31	26	16	7,12,17,26,29,31	d182fff3aa3b03c521b7bbeec6d5fe0a	d815d9291ba6fc65ed92e2d22fc6a992
2027	2016128	2016-11-01	11	9	27	26	4	17	13	4,9,11,17,26,27	f02861084106a2ed8d427960a10d0e63	77ff3b0ce93dbc55843f85011ca4670c
2028	2016129	2016-11-03	33	6	8	31	5	21	14	5,6,8,21,31,33	a09cf4a557b4c27c2536d2d7b23c2f8c	07c6542f4f461e932fd287a6b8fd03f7
2029	2016130	2016-11-06	23	17	27	21	3	28	1	3,17,21,23,27,28	c98dfa685e8fadd25ee9785aec1a06ce	381caabc25474e4ea38ceb89c32829be
2030	2016131	2016-11-08	19	18	25	27	10	4	2	4,10,18,19,25,27	9676ada9c356f8e886d08a844336fcd2	c52d7b284b5af7340b85fbe2af230761
2031	2016132	2016-11-10	28	5	8	19	27	13	7	5,8,13,19,27,28	17f2c16f6ea73f38c384afec61324711	af0b1b6951941082e70fe2446c768c7a
2032	2016133	2016-11-13	15	22	21	27	33	16	15	15,16,21,22,27,33	31fb245a80707aba8a8473926a1c7f90	0803bc096a47098161e1c41fe103d421
2033	2016134	2016-11-15	33	18	13	11	12	14	13	11,12,13,14,18,33	479934e0d1d883e7c80f5af58543208e	3945d4e09d03f261e6f81122e9eaaff5
2034	2016135	2016-11-17	33	20	2	8	18	10	12	2,8,10,18,20,33	140b173cbfce99220209a18588fc0570	e29611520991deb4d01b39d26e26ede4
2035	2016136	2016-11-20	10	27	2	29	20	7	3	2,7,10,20,27,29	14ac0201f9a87f8b5dc4eda1a2841109	eb3a835ed21128d45a9d8ce8d40bb606
2036	2016137	2016-11-22	32	15	10	6	1	9	14	1,6,9,10,15,32	41bdb78977fc7b6c5dfc855a9ea5e4ae	bbb5b52bedf5fe16cd7a8fee7a2fd456
2037	2016138	2016-11-24	7	20	24	30	25	16	7	7,16,20,24,25,30	268e94e319f372a35a54e2f73e1e2a24	44cddf72fce121ada2adcc471f670b9f
2038	2016139	2016-11-27	28	19	26	30	6	1	3	1,6,19,26,28,30	0c32ad1562acd81d043c0a14ed1f9cc6	a892625ecc129c528d82580423a2b125
2039	2016140	2016-11-29	32	26	2	17	1	5	10	1,2,5,17,26,32	5b653f94006e8ccbbb93e7b8a16fbe27	140b1325081975bd577c5ee5b1ed1354
2040	2016141	2016-12-01	24	21	4	17	13	15	15	4,13,15,17,21,24	28085038a14ff1e06ca750d87bfffe0c	51c3d313af5982bd2e8e74641cd33d82
2041	2016142	2016-12-04	21	30	10	23	1	17	12	1,10,17,21,23,30	421d12df5f28dad9b37372570c71e9d0	772e6f7f4b607430440c20410c3668f2
2042	2016143	2016-12-06	9	6	24	23	25	33	13	6,9,23,24,25,33	6db6431b6bdab3b8267959744415d11a	00c2daa5beab00cb67187503d10346ec
2043	2016144	2016-12-08	27	10	4	12	33	32	5	4,10,12,27,32,33	9e89084c79675a05485413da9906d140	469102818b201a6c819c191df0900748
2044	2016145	2016-12-11	1	3	7	12	19	20	6	1,3,7,12,19,20	632872e8d76f2e71ebc149e3c8a45300	d4ba2de05c59404b73e46957e374b6d3
2045	2016146	2016-12-13	3	15	17	7	16	23	10	3,7,15,16,17,23	c16326a7dcba05d3b206554a168a7f23	311e4a3b5052efdad462226b2d816431
2046	2016147	2016-12-15	14	28	31	32	18	4	12	4,14,18,28,31,32	e0f3220ab2c4e437fd4e5cc7d883a0f5	9487f71d5183bd84c665670a98ead053
2047	2016148	2016-12-18	20	1	26	11	30	2	14	1,2,11,20,26,30	d514e7b08a625d6ee42fd827d279a7d9	57eeceff1a8c5d2a89b7b962d0993d1e
2048	2016149	2016-12-20	32	26	23	20	3	33	7	3,20,23,26,32,33	ea503e3f62a6f779a95fb106e2ddacc7	24a7b0ba07d45308e4bfef3b8be9b898
2049	2016150	2016-12-22	21	4	9	2	5	13	5	2,4,5,9,13,21	c66abd123b79ab0bb7ada12cd3241f97	6484d1df2ac8ef08b07db7afb3331237
2050	2016151	2016-12-25	11	6	20	22	16	33	7	6,11,16,20,22,33	a7986972846c208ed621505d0f6fe623	b15ab309d4b33a2017e9c9953db7b022
2051	2016152	2016-12-27	8	9	20	22	16	2	7	2,8,9,16,20,22	7971aa41ae90c4213517594750f9cf69	bd7662760d1b387be0d24044b4d56c50
2052	2016153	2016-12-29	9	16	25	7	29	24	6	7,9,16,24,25,29	8957005dcb602f9c8e5dad4c3913782e	31e718d9301e11e26f1f9dc4e83810cd
2053	2017001	2017-01-01	26	9	20	25	14	11	15	9,11,14,20,25,26	e0212666d59eb3e006b501ac0e97cd74	5c9a3f869c22f71824d775de1db8a60d
2054	2017002	2017-01-03	24	32	23	19	25	15	3	15,19,23,24,25,32	703959711115fc8d2f1de32161aefd0a	d6c12725f1d0ff0042622427e0d3657a
2055	2017003	2017-01-05	1	27	15	32	8	4	16	1,4,8,15,27,32	a19911dedab0c45a388d224717f12e5c	ba5681a9ad5ab15317d5a91b59faab42
2056	2017004	2017-01-08	30	27	5	17	13	26	7	5,13,17,26,27,30	837c3ed8be4f4ab8bc8fdb9bfa8d26b9	3ebbe689c5e03404de494bf5a311c582
2057	2017005	2017-01-10	11	12	23	6	30	22	5	6,11,12,22,23,30	3382838946b4b433f15a1dada747675f	eb4a93cb3adf72eca49951ac5d455331
2058	2017006	2017-01-12	26	29	4	2	8	33	8	2,4,8,26,29,33	b0095779991bb9765c8573b450cfa726	010f0e852f04c64a1fa8cd57087d4e4d
2059	2017007	2017-01-15	26	33	2	4	24	5	15	2,4,5,24,26,33	243c1ab073f641ddce9f3992281b9927	9ad69282104881ee470a269a713a9426
2060	2017008	2017-01-17	28	13	15	7	29	27	13	7,13,15,27,28,29	d438aa0aa7f90cfb608b4b36c1f524a1	5f4b6f871bd9da3c39257466b24cf6e9
2061	2017009	2017-01-19	2	8	29	9	15	6	14	2,6,8,9,15,29	bb09e7aaf325222fb1d3d4509bd11524	32407502d013725e1a63b8c893995de9
2062	2017010	2017-01-22	28	5	30	25	8	19	7	5,8,19,25,28,30	71838fd944942e98ee9d8afff2781728	28e990c0334bf034775d449075d0b2ce
2063	2017011	2017-01-24	26	10	29	23	12	11	16	10,11,12,23,26,29	deba79d4e0b16f1b42744b71297bbf5a	02186ec493f83e8e5fd02542bc99579b
2064	2017012	2017-01-26	11	16	24	10	15	14	7	10,11,14,15,16,24	b7dc411ed5cd22c497d6c1f12243a69a	898b2709a8eb084a466957acaca11c5b
2065	2017013	2017-02-05	28	31	33	8	11	29	6	8,11,28,29,31,33	be1600feacb04abf7257baaba33cdac5	79bb76618cbf36130ee016eec3277ef5
2066	2017014	2017-02-07	18	6	20	31	23	8	13	6,8,18,20,23,31	b718042241b26a7369c211d8da0b298c	573448878cfa8b3fe3386df45c253677
2067	2017015	2017-02-09	8	1	32	9	17	14	1	1,8,9,14,17,32	d68642dc913a46364d82914557e65594	435683417b015ee7d34b30dab367609e
2068	2017016	2017-02-12	8	29	27	5	16	22	2	5,8,16,22,27,29	9c675d4a85121c74c34c164ca5879bc3	169855a34a8e0b1d48190549bb763170
2069	2017017	2017-02-14	10	3	8	7	22	23	12	3,7,8,10,22,23	3eda82eea0e6b8344f149cb791517120	75b4f9b53ad08883eae1393f7754e021
2070	2017018	2017-02-16	1	31	25	2	17	3	9	1,2,3,17,25,31	9e924b26278cb3ad5a70a9763d68448f	a24a3e0f71bf092bbe3766b32a77128b
2071	2017019	2017-02-19	25	4	12	6	23	8	8	4,6,8,12,23,25	7c7e9f9cf86064eee05ce76073edf5a4	1634855ab93b63d5ab5b4d02b3739868
2072	2017020	2017-02-21	31	12	4	8	33	10	10	4,8,10,12,31,33	2330ddfd3cac1fb7483495186db17672	2880ccaf46c2b3b34e21d56994fb48df
2073	2017021	2017-02-23	5	10	33	2	22	32	9	2,5,10,22,32,33	5aa5c579f49e724330c594b2d08561b2	14d63fba5109da9644659924ff6674dd
2074	2017022	2017-02-26	16	18	6	15	2	32	15	2,6,15,16,18,32	e0f21d2c13b8f788ac7ba37fdaef57bb	425662c19a1483ccfb480136d643a94e
2075	2017023	2017-02-28	3	4	22	18	1	11	14	1,3,4,11,18,22	b34932039c0175dc2f98b35bb1d2dc1f	c41fc2d4ffde00ba451557a5ba07c5b2
2077	2017024	2017-03-02	25	21	9	29	31	26	13	9,21,25,26,29,31	8b66eabf4d19b990f6991eb30a5277be	f4e96f81072cf362afed2eefcc73d05c
2078	2017025	2017-03-05	15	2	22	17	16	32	7	2,15,16,17,22,32	18eae5b2eb75fc45e4ee564b9f4d39a7	43be2cd8e118474f088cd490e48c8608
2079	2017026	2017-03-07	30	19	10	3	12	27	8	3,10,12,19,27,30	04bd6167243b1c21d3cf58c499ab1624	bd9d05c97f26581576fa2fbb32e0d545
2080	2017027	2017-03-09	11	30	27	2	14	4	5	2,4,11,14,27,30	ebf5694ce6c83218853ce0323af69990	009ab763f8c18f9f072430b80842e77a
2081	2017028	2017-03-12	7	8	12	30	13	22	9	7,8,12,13,22,30	a2e3b403029e9ce5582707e26ed76d9f	11a1379b5b36cdea03cbf7f50abb0f56
2082	2017029	2017-03-14	25	23	30	2	15	21	10	2,15,21,23,25,30	4ab0bfb74b11b7717f143a1e1f9287c1	cf017e816aa6ae37caf3dce8f718e80c
2083	2017030	2017-03-16	9	23	30	7	1	20	2	1,7,9,20,23,30	cad49d86c94051961229e2d7863f19e1	030b2e15042ff7e2fbac86d0dd4a6a9e
2084	2017031	2017-03-19	26	10	6	27	29	16	3	6,10,16,26,27,29	edb8214b15fa2491623a204e112e4529	456678b9e96c1ed0a6f17126e2cff744
2085	2017032	2017-03-21	24	27	31	15	5	8	11	5,8,15,24,27,31	10edaeea34779d1475599df252fab65f	89db956a7d9670837dd7d0f5483903e0
2086	2017033	2017-03-23	30	23	5	7	15	20	15	5,7,15,20,23,30	353f7efe58ac727875beee6d27801298	538b6a456e51e8f95fca111ad2b1d340
2087	2017034	2017-03-26	19	32	4	8	33	7	13	4,7,8,19,32,33	4d5d9b6a92b012fa995303d99d840025	abe177d3a94bebfc3e79c1f85100277d
2088	2017035	2017-03-28	28	1	32	6	24	14	12	1,6,14,24,28,32	851df76dac41f351f5cfc3b417931582	ba599820d46b1b6c1c332ddf334421d2
2089	2017036	2017-03-30	10	24	2	27	1	5	15	1,2,5,10,24,27	b5d8c6b4b8f6e03935ab37c4b387782a	9c48af82e5bbbc395fdc7f3f78f851f1
2090	2017037	2017-04-02	25	11	30	20	22	15	5	11,15,20,22,25,30	7e126601103cf20fd8bae4d71ddaa8bd	0186af278483ed155aeb839f45034983
2091	2017038	2017-04-04	1	4	13	8	24	27	5	1,4,8,13,24,27	82a7438ff86a071392a8efef67679db1	f860cdb76ccb4b6174ae6f478e3c7120
2092	2017039	2017-04-06	2	12	4	17	24	14	15	2,4,12,14,17,24	1cfb9c243aef804564519e10d5788cdf	1393d96d70a6ee21b6a64e2221099c09
2093	2017040	2017-04-09	33	28	19	23	29	15	4	15,19,23,28,29,33	ac08b2878eaae72f5cf21613c141e93e	ec5cd3d0cc7544802fbf8448d886a6fd
2094	2017041	2017-04-11	13	27	22	4	15	10	4	4,10,13,15,22,27	34250c4848c3b535d0e9f925e1e06a73	ccfad732e27ccd1209fb6b7b414b9300
2095	2017042	2017-04-13	23	2	7	4	10	1	4	1,2,4,7,10,23	506b8fd840a3a60ae3656b3507dd62c7	70164b8d7fa8ca832c5bdb6b350d4458
2096	2017043	2017-04-16	8	13	23	16	27	31	8	8,13,16,23,27,31	d499ea202a04402fd820d1e0c9d62872	1421d9bedc52601b48be14b8b651154b
2097	2017044	2017-04-18	8	31	16	19	32	21	6	8,16,19,21,31,32	1680256ade9c9ded957f751959a23c52	32c02fa3a99daf6f35563974e4602e00
2098	2017045	2017-04-20	16	25	7	21	5	20	5	5,7,16,20,21,25	0ad84f4ab2c9527d2676b06787d19d35	af123e29f85763f732ba982f58846f45
2099	2017046	2017-04-23	4	13	26	32	23	14	10	4,13,14,23,26,32	becb675b49c3c0e27d7cb360082a44bb	b473b7b36eeb30513a4f9d8b9edf284a
2100	2017047	2017-04-25	33	10	8	32	5	2	2	2,5,8,10,32,33	dd0e9240187595e808f26fdf3d71308a	cfe317cbb4a4280ddd855d3578806d3a
2101	2017048	2017-04-27	9	14	15	19	5	8	7	5,8,9,14,15,19	de04d677a4bb7da7e60c44cf325d0a00	92242019e897a3b60262c2f763c12255
2102	2017049	2017-04-30	14	8	15	29	1	20	10	1,8,14,15,20,29	9098fc18cc59c40abce0cc10871f3322	399f85b2c2425c74a7a6f5bbab6b5223
2103	2017050	2017-05-02	27	12	20	29	10	24	7	10,12,20,24,27,29	c0a32803a168719993ac7bc2a4fc7f33	0efce33d1b3e676bd71ab0dd32274ae2
2104	2017051	2017-05-04	9	15	24	2	5	25	11	2,5,9,15,24,25	d0bb087fb5abc30d4d62cb8661b33ef3	7622aecad1cd4c5513aca5e7d57ff49c
2105	2017052	2017-05-07	31	8	18	24	7	29	7	7,8,18,24,29,31	5475b67de1e35307613dafe2fd2780e9	d2fc452362cb7e7498de2e0f38c93606
2106	2017053	2017-05-09	15	4	9	31	29	11	6	4,9,11,15,29,31	c0d182094f3eedbbb20c6e81e20e106e	e0d7de44f3cdf2aa5b4ff12d570e9cb8
2107	2017054	2017-05-11	9	2	33	28	23	3	8	2,3,9,23,28,33	d18b35aed33915710e078a976961cd56	9ef71c63cadad0befdad6072dbedd8be
2108	2017055	2017-05-14	12	24	13	20	31	7	5	7,12,13,20,24,31	1fdb161f851de1d4cc6640c92bd6cbed	f9b29fa7bd33625c0a9d3d5a9cf6c217
2109	2017056	2017-05-16	13	21	14	18	19	28	6	13,14,18,19,21,28	01e74e6c4c17eddc80407e317d8dcaa5	ebe0711e5d7a5ade642247e2ef75cada
2110	2017057	2017-05-18	18	31	30	20	22	23	16	18,20,22,23,30,31	ced632e4542c846a53b092bbfad9bdc2	3109d1ce6a78cfa55a067fe88e8831b7
2111	2017058	2017-05-21	1	9	28	22	32	13	11	1,9,13,22,28,32	f220a5e888ded79684faff736da3e8db	1e8ea54fa776983174f3a26b9b103946
2112	2017059	2017-05-23	15	25	9	19	8	4	9	4,8,9,15,19,25	f7787820c8033227e1b9895f403fb402	298f5b326cfb745b63b98da5c0154917
2113	2017060	2017-05-25	26	10	13	24	5	31	4	5,10,13,24,26,31	0105fc9b1904f540b5b8126250763eee	fddaa9d53996be0412e92812cccc4cba
2114	2017061	2017-05-28	6	20	12	26	7	27	11	6,7,12,20,26,27	7c5220ab4fe6fe8eb45c6d38477d9db8	a8338f594573e8352d9438e9a7db430b
2115	2017062	2017-05-30	26	31	22	24	7	1	10	1,7,22,24,26,31	40319f03098bdfe2fbf908bf0e24b79c	e822993d07221aa0c257585f32c3150d
2116	2017063	2017-06-01	12	25	22	31	20	16	4	12,16,20,22,25,31	eadac86832f701b6b844f8167ed1a1a9	f258258ca7ec650868d2a4620b901816
2117	2017064	2017-06-04	16	10	24	2	28	22	15	2,10,16,22,24,28	acc71903ebbc13c7c3a09b3d90635789	e0728665b01d45c56c5dfcfb949bb735
2118	2017065	2017-06-06	2	8	10	12	5	21	7	2,5,8,10,12,21	13333fdd39974a33b7518c0985b27179	0461b705c20a9ec39c5f94a7c6908ab4
2119	2017066	2017-06-08	26	1	4	17	6	19	3	1,4,6,17,19,26	84c17796d5227b2c603c71748379d853	2f21ba6fc1b728599b2185666cc2c98e
2120	2017067	2017-06-11	1	29	3	10	4	18	4	1,3,4,10,18,29	506d4c6a73c0a791b455628bf1bc7209	73c6561f47d71302081f1226037cb3e6
2121	2017068	2017-06-13	2	30	22	10	31	6	15	2,6,10,22,30,31	3002140fd20b0eb47b98da58053acef9	188a3a979a2c83aa431e531022a01388
2122	2017069	2017-06-15	11	31	2	29	23	12	5	2,11,12,23,29,31	155844c32b52e5dcb4c7e8714a14d6bc	aa0516da967cf3b4d6bfe57e78c1c8d0
2123	2017070	2017-06-18	25	1	22	6	14	26	12	1,6,14,22,25,26	3af9396e502993f6b5ed659fa1ead664	b6899321b530dd69a9d02df7353ccdc3
2124	2017071	2017-06-20	2	31	3	32	6	14	3	2,3,6,14,31,32	e930d1369be3dba1bf254c5263d7f4d0	c936daf857e1a1578a69902004f0e1c3
2125	2017072	2017-06-22	23	11	26	30	6	14	2	6,11,14,23,26,30	94066ea517b99dccc7bfd673317d1879	735f6cc9849523db16b01aee0eb3835a
2126	2017073	2017-06-25	6	16	3	23	26	30	14	3,6,16,23,26,30	4a6ad7f81fcea41b17cafe46af9d03b8	38bb149bb3549ae6f27ae5f3a8116fc0
2127	2017074	2017-06-27	6	23	16	31	30	2	2	2,6,16,23,30,31	8d848602daf2a6c54d39dad24d5a1ab2	0d1407ed1da0673ccdbe56952698e3da
2128	2017075	2017-06-29	19	1	6	3	29	21	7	1,3,6,19,21,29	81213e61893a55d77adb71b955b59bb3	f3e3968f4a528cf83bdd6c1945374123
2129	2017076	2017-07-02	4	1	8	15	14	9	13	1,4,8,9,14,15	bf7468b540194a0d1014d64bf3ae73dc	773119b235745cc492764dfe9c738433
2130	2017077	2017-07-04	22	17	2	1	4	15	14	1,2,4,15,17,22	3d007775af6638b936a7b38e34fe7d62	4d60058e3fda34ede8d64a32e793ac8b
2131	2017078	2017-07-06	18	24	22	7	5	19	16	5,7,18,19,22,24	251b96eaa11c0d8cc6b1c0b394d12a62	3297aeb49adc7824fb2ac5b5f965ecf4
2132	2017079	2017-07-09	3	27	23	14	7	25	8	3,7,14,23,25,27	68348512ebab09d5727fc352e569002c	007c37172747356431aa9ad577abff6e
2133	2017080	2017-07-11	24	12	16	1	22	20	8	1,12,16,20,22,24	e9fbf2245e486fb9c842b8ea84ade215	2fc22c6bfc9a4bf2debd3a4a7eb77f34
2134	2017081	2017-07-13	3	14	5	30	26	25	5	3,5,14,25,26,30	45bb8159dd15725bea34ea76e94eae5e	98c17177ed3bb9029bb1d826d2228503
2135	2017082	2017-07-16	14	21	18	28	29	25	10	14,18,21,25,28,29	f9503956e265ce45123ae67022bfa3dc	1f4ed9cba2fd80b65d6c2e69d2c2c7ac
2136	2017083	2017-07-18	8	14	24	20	3	26	12	3,8,14,20,24,26	7ad7d1ee63096cbc4b26937f2f9054a8	4f307f89d97c4caff30a94fa5c507f11
2137	2017084	2017-07-20	11	5	1	22	24	20	2	1,5,11,20,22,24	bacacd200a61416e2a14df57eabe889f	568fccd998efdf01e78684f47626ce9e
2138	2017085	2017-07-23	1	25	30	6	5	16	9	1,5,6,16,25,30	2dbfa08f059d578be7d65de74012afcb	4c19b81f10e275efd17fb8f35f15adca
2139	2017086	2017-07-25	5	6	13	3	22	20	7	3,5,6,13,20,22	b755f79561ee370dc1e6850afc8ec4bf	ce08e291ff972bf2e7facaf602e4e4e5
2140	2017087	2017-07-27	28	3	19	14	13	6	6	3,6,13,14,19,28	b972000c8444c91e612c5f4e0d790da2	2c29a450fb35287c88345e66496a403b
2141	2017088	2017-07-30	22	18	7	29	23	9	6	7,9,18,22,23,29	ad5eddaf154460253d22713630703a59	8a745761ee7171a9ab31e129199043f8
2142	2017089	2017-08-01	16	11	12	13	23	25	12	11,12,13,16,23,25	98b3a4024f4265313e4d5d48aaef73e0	099bda9f9fbf6933239c4edb082a6a1a
2143	2017090	2017-08-03	33	16	22	10	1	7	9	1,7,10,16,22,33	e6e3ccf342796a3290e262d9a3ae553b	5d3543431a597039b50b68a681bffd4b
2144	2017091	2017-08-06	7	10	28	5	23	29	3	5,7,10,23,28,29	5d89f19700518fddb13b75f88d12802e	732c62336cc9cbe48a2a453f7e1346fe
2145	2017092	2017-08-08	29	10	33	18	19	32	9	10,18,19,29,32,33	e92843222afe904fc5df1bccce06dd9d	8f898b39eb3b01b711224435b76a4417
2146	2017093	2017-08-10	22	7	27	9	15	8	12	7,8,9,15,22,27	157ca5fda81902f226dcd1ca5ce95726	c7c108c7e1d333974d78cf20902ccbbf
2147	2017094	2017-08-13	31	28	8	11	19	13	6	8,11,13,19,28,31	0281980f2125fb1436c23eaabd248706	1559412723c237043f325a7d4acbbd8c
2148	2017095	2017-08-15	22	9	19	12	29	10	16	9,10,12,19,22,29	2d071f89e3fef2d6b815285f0d95ae5d	85a77195452de7ab0475344ade4fa648
2149	2017096	2017-08-17	12	19	2	6	29	11	6	2,6,11,12,19,29	3c799b47c096bfb767952447b4103954	5fbac5a0d65088f84e90ff00c7ed3dc5
2150	2017097	2017-08-20	18	10	30	31	19	5	3	5,10,18,19,30,31	3ef75e6420ea7f55fc1067c2f22c3ab8	7e752f082c8e21c64a80cac03106282a
2151	2017098	2017-08-22	4	27	22	30	33	19	1	4,19,22,27,30,33	66146388667fe0ab2ecfe04272f522c7	6c3a9d57d3a8d2d98aaa4f2cdd28b2b3
2152	2017099	2017-08-24	6	5	16	28	29	2	4	2,5,6,16,28,29	2ac3a8d731fbe19c0cbc14ea9f312b6f	9a88f815b52f44fbc7bc4f7899e9058a
2153	2017100	2017-08-27	23	4	7	18	24	8	2	4,7,8,18,23,24	cc0cc085249ba1b9a98d20bbdeed5a19	63390adbcae56201aa5c229488047398
2154	2017101	2017-08-29	11	28	1	32	4	31	16	1,4,11,28,31,32	4280124de278f71e8f80eeede14588c0	5500d3a0edc507aa6da1f780ad8b4af3
2155	2017102	2017-08-31	10	14	4	20	18	8	11	4,8,10,14,18,20	931ee4724fc0fbb7d9739a1578d4a366	a339b9ef156d2e4f8fce0d00e3103cdc
2156	2017103	2017-09-03	25	31	33	1	21	23	1	1,21,23,25,31,33	290cfdcfffb7e746c5ac10d2660ce113	469c2c867a6c4a63a02183332661a2dc
2157	2017104	2017-09-05	1	14	23	30	20	15	14	1,14,15,20,23,30	7df5fc3aaac62caa5f00d4f92e2e1b8b	715ee69e42f92780cbaf0004e8fd2d63
2158	2017105	2017-09-07	3	12	6	25	7	26	7	3,6,7,12,25,26	c1e3440c86d9680f51d29566a3dd0bd9	536b78a5fd10f7d7d23bfd69050a5df9
2159	2017106	2017-09-10	31	20	25	12	15	27	2	12,15,20,25,27,31	6688598bd82b349a3b5d7e969d20e359	e2dfc4ea53055f70a3ec716acdcc7762
2160	2017107	2017-09-12	32	30	8	9	15	17	6	8,9,15,17,30,32	3c2f0c16aa75ef8a2781c03daa2f8c77	556fcd163b193ad273ba2b397d258bbd
2161	2017108	2017-09-14	17	14	15	20	7	12	1	7,12,14,15,17,20	2f8968936c0eb177b03e82694cbbe982	bddc7229d001950fb8e690641d6d782c
2162	2017109	2017-09-17	21	16	8	14	18	23	16	8,14,16,18,21,23	1233b7e45de819ce436ba5fffdb3701c	3ebd3c0aea3c830cba5446216ee0c17c
2163	2017110	2017-09-19	12	19	15	23	1	3	14	1,3,12,15,19,23	00ed2140ca6315f3c1eb5e2f37bc84a8	4ab252a26f5c43d51a9a7533f9e21c86
